symbol;name;start;end;period;id
CLDT;Chatham Lodging Trust (CLDT) Prices and Trading Volume;2010-04-16;2018-03-27;daily;11251359
CLDX;Celldex Therapeutics Inc. (CLDX) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11093720
CLF;Cliffs Natural Resources Inc. (CLF) Prices and Trading Volume;1987-11-05;2018-03-27;daily;9775609
CLFD;Clearfield Inc. (CLFD) Prices and Trading Volume;1986-08-07;2018-03-27;daily;11094196
CLH;Clean Harbors Inc. (CLH) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094183
CLMS;Calamos Asset Management Inc (CLMS) Prices and Trading Volume;2004-10-28;2017-02-21;daily;11093352
CLNE;Clean Energy Fuels Corp. (CLNE) Prices and Trading Volume;2007-05-25;2018-03-27;daily;11094180
CLNY;Colony Capital Inc (CLNY) Prices and Trading Volume;2009-09-24;2017-01-10;daily;11251377
CLR;Continental Resources Inc. (CLR) Prices and Trading Volume;2007-05-15;2018-03-27;daily;11094511
CLUB;Town Sports International Holdings Inc (CLUB) Prices and Trading Volume;2006-06-02;2018-03-27;daily;11141932
CLVS;Clovis Oncology Inc. (CLVS) Prices and Trading Volume;2011-11-16;2018-03-27;daily;11094217
CLW;Clearwater Paper (CLW) Prices and Trading Volume;2008-12-05;2018-03-27;daily;11094201
CLX;Clorox Co. (CLX) Prices and Trading Volume;1983-03-21;2018-03-27;daily;9775610
CMA;Comerica Inc. (CMA) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775611
CMC;Commercial Metals Co. (CMC) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11094353
CMCO;Columbus McKinnon Corp. (NY) (CMCO) Prices and Trading Volume;1996-02-28;2018-03-27;daily;11094329
CME;CME Group Inc (CME) Prices and Trading Volume;2002-12-06;2018-03-27;daily;9775613
CMG;Chipotle Mexican Grill (CMG) Prices and Trading Volume;2006-01-26;2018-03-27;daily;9775614
CMI;Cummins Inc. (CMI) Prices and Trading Volume;1984-12-18;2018-03-27;daily;9775615
CMLS;Cumulus Media Inc. (CMLS) Prices and Trading Volume;2002-04-09;2017-11-21;daily;11094760
CMO;Capstead Mortgage Corp. (CMO) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11251353
CMP;Compass Minerals International Inc (CMP) Prices and Trading Volume;2003-12-12;2018-03-27;daily;11094406
CMRX;Chimerix Inc. (CMRX) Prices and Trading Volume;2013-04-11;2018-03-27;daily;11093874
CMS;CMS Energy Corp (CMS) Prices and Trading Volume;1984-12-31;2018-03-27;daily;9775616
CMTL;Comtech Telecommunications Corp. (CMTL) Prices and Trading Volume;1992-02-18;2018-03-27;daily;11094436
CNA;CNA Financial Corp. (CNA) Prices and Trading Volume;1985-07-11;2018-03-27;daily;11094231
CNC;Centene Corp (CNC) Prices and Trading Volume;2001-12-13;2018-03-27;daily;11093732
CNK;Cinemark Holdings Inc. (CNK) Prices and Trading Volume;2007-04-24;2018-03-27;daily;11094113
CNL;Cleco Corp. (CNL) Prices and Trading Volume;1987-11-05;2016-04-13;daily;11094203
CNMD;Conmed Corp. (CNMD) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094463
CNO;CNO Financial Group (CNO) Prices and Trading Volume;2003-09-10;2018-03-27;daily;11094239
CNOB;ConnectOne Bancorp Inc (New) (CNOB) Prices and Trading Volume;1996-05-30;2018-03-27;daily;11094469
CNP;CenterPoint Energy Inc (CNP) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775617
CNQR;Concur Technologies Inc. (CNQR) Prices and Trading Volume;1998-12-16;2014-12-04;daily;11094451
CNS;Cohen & Steers Inc (CNS) Prices and Trading Volume;2004-08-16;2018-03-27;daily;11094288
CNSL;Consolidated Communications Holdings Inc (CNSL) Prices and Trading Volume;2005-07-22;2018-03-27;daily;11094480
CNVR;Conversant Inc (CNVR) Prices and Trading Volume;2000-03-31;2014-12-10;daily;11094520
CNW;Con-way Inc. (CNW) Prices and Trading Volume;1980-01-02;2015-10-29;daily;11094441
CNX;CONSOL Energy Inc (CNX) Prices and Trading Volume;1999-04-30;2018-03-07;daily;9775618
COB;CommunityOne Bancorp (COB) Prices and Trading Volume;1996-11-15;2016-10-25;daily;11094399
COBZ;CoBiz Financial Inc (COBZ) Prices and Trading Volume;1998-06-18;2018-03-27;daily;11094263
COCO;Corinthian Colleges Inc. (COCO) Prices and Trading Volume;1999-02-05;2015-02-13;daily;11094559
CODE;Spansion Inc (CODE) Prices and Trading Volume;2010-05-18;2015-03-12;daily;11122043
COF;Capital One Financial Corp (COF) Prices and Trading Volume;1994-11-16;2018-03-27;daily;9775619
COH;Coach Inc. (COH) Prices and Trading Volume;2000-10-06;2017-10-30;daily;9775621
COHR;Coherent Inc. (COHR) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094289
COHU;Cohu Inc. (COHU) Prices and Trading Volume;1986-11-12;2018-03-27;daily;11094290
COKE;Coca-Cola Bottling Co. Consolidated (COKE) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094267
COL;Rockwell Collins Inc. (COL) Prices and Trading Volume;2001-06-15;2018-03-27;daily;9775622
COLB;Columbia Banking System Inc. (COLB) Prices and Trading Volume;1992-06-16;2018-03-27;daily;11094321
COLM;Columbia Sportswear Co. (COLM) Prices and Trading Volume;1998-03-27;2018-03-27;daily;11094324
CONE;CyrusOne Inc (CONE) Prices and Trading Volume;2013-01-18;2018-03-27;daily;11251391
CONN;Conn's Inc. (CONN) Prices and Trading Volume;2003-11-25;2018-03-27;daily;11094464
COO;Cooper Cos. (COO) Prices and Trading Volume;1983-12-30;2018-03-27;daily;11094525
COP;ConocoPhillips (COP) Prices and Trading Volume;1981-12-31;2018-03-27;daily;9775623
COR;CoreSite Realty Corp. (COR) Prices and Trading Volume;2010-09-23;2018-03-27;daily;11251381
CORE;Core Mark Holding Co Inc (CORE) Prices and Trading Volume;2005-04-13;2018-03-27;daily;11094552
CORR;CorEnergy Infrastructure Trust Inc (CORR) Prices and Trading Volume;2007-02-02;2018-03-27;daily;13693140
CORT;Corcept Therapeutics Incorporated (CORT) Prices and Trading Volume;2004-04-14;2018-03-27;daily;11094544
COST;Costco Wholesale Corp (COST) Prices and Trading Volume;1986-07-09;2018-03-27;daily;9775624
COTY;Coty Inc. (COTY) Prices and Trading Volume;2013-06-13;2018-03-27;daily;11094611
COUP;Coupons.com Inc (COUP) Prices and Trading Volume;2016-10-06;2018-03-27;daily;13693145
COV;Covidien plc. (COV) Prices and Trading Volume;2007-06-14;2015-01-26;daily;9775625
COVS;Covisint Corp (COVS) Prices and Trading Volume;2013-09-26;2017-07-26;daily;11094634
COWN;Cowen Group Inc. (COWN) Prices and Trading Volume;2006-07-13;2018-03-27;daily;11094636
CPA;Copa Holdings S.A. Cl A (CPA) Prices and Trading Volume;2005-12-15;2018-03-27;daily;11094529
CPB;Campbell Soup Co. (CPB) Prices and Trading Volume;1985-07-01;2018-03-27;daily;9775626
CPE;Callon Petroleum (CPE) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11093389
CPF;Central Pacific Financial Corp (CPF) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11093750
CPGX;CPGX (CPGX) Prices and Trading Volume;2015-07-02;2016-06-30;daily;25190128
CPHD;CEPHEID (CPHD) Prices and Trading Volume;2000-06-23;2016-11-04;daily;11093766
CPK;Chesapeake Utilities Corp. (CPK) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11093851
CPLA;Capella Education Company (CPLA) Prices and Trading Volume;2006-11-10;2018-03-27;daily;11093501
CPN;Calpine (CPN) Prices and Trading Volume;2008-01-10;2018-03-08;daily;11093394
CPRT;Copart Inc. (CPRT) Prices and Trading Volume;1994-03-17;2018-03-27;daily;11094530
CPS;Cooper-Standard Holdings Inc. (CPS) Prices and Trading Volume;2010-05-27;2018-03-27;daily;11094528
CPSI;Computer Programs & Systems Inc (CPSI) Prices and Trading Volume;2002-05-21;2018-03-27;daily;11094424
CPSS;Consumer Portfolio Services Inc. (CPSS) Prices and Trading Volume;1993-02-22;2018-03-27;daily;11094495
CPT;Camden Property Trust (CPT) Prices and Trading Volume;1993-07-22;2018-03-27;daily;11251350
CPWR;CompuWare Corp. (CPWR) Prices and Trading Volume;1992-12-16;2014-12-15;daily;11094429
CQB;Chiquita Brands International Inc. (CQB) Prices and Trading Volume;1986-08-01;2015-01-06;daily;11094069
CR;Crane Co. (CR) Prices and Trading Volume;1984-11-01;2018-03-27;daily;11094651
CRAI;CRA International Inc. (CRAI) Prices and Trading Volume;1998-04-24;2018-03-27;daily;11094645
CRAY;Cray Inc. (CRAY) Prices and Trading Volume;1995-09-27;2018-03-27;daily;11094654
CRCM;Care.com Inc (CRCM) Prices and Trading Volume;2014-01-24;2018-03-27;daily;11093571
CRI;Carters Inc. (CRI) Prices and Trading Volume;2003-10-28;2018-03-27;daily;11093611
CRIS;Curis Inc. (CRIS) Prices and Trading Volume;2000-08-01;2018-03-27;daily;11094762
CRK;Comstock Resources Inc. (CRK) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094435
CRL;Charles River Laboratories International Inc. (CRL) Prices and Trading Volume;2000-06-23;2018-03-27;daily;11093814
CRM;Salesforce.com Inc. (CRM) Prices and Trading Volume;2004-06-23;2018-03-27;daily;9775627
CRMT;America's Car-Mart Inc (CRMT) Prices and Trading Volume;1993-11-09;2018-03-27;daily;10983054
CROX;Crocs Inc. (CROX) Prices and Trading Volume;2006-02-08;2018-03-27;daily;11094689
CRRC;Courier Corp. (CRRC) Prices and Trading Volume;1990-03-27;2015-06-05;daily;11094626
CRRS;Corporate Resource Services Inc. (CRRS) Prices and Trading Volume;1999-05-03;2015-03-03;daily;11094583
CRS;Carpenter Tech. Corp. (CRS) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11093600
CRUS;Cirrus Logic Inc. (CRUS) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094127
CRVL;CorVel Corp. (CRVL) Prices and Trading Volume;1991-06-28;2018-03-27;daily;11094596
CRWN;Crown Media Holdings Inc. (CRWN) Prices and Trading Volume;2000-05-08;2016-04-29;daily;11094709
CRZO;Carrizo Oil & Gas Inc. (CRZO) Prices and Trading Volume;1997-08-06;2018-03-27;daily;11093604
CSBK;Clifton Bancorp Inc (CSBK) Prices and Trading Volume;2004-05-11;2018-03-27;daily;11094210
CSCD;Cascade Microtech Inc. (CSCD) Prices and Trading Volume;2004-12-15;2016-06-24;daily;11093619
CSCO;Cisco Systems Inc. (CSCO) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775629
CSE;CapitalSource Inc (CSE) Prices and Trading Volume;2003-08-07;2014-04-07;daily;11093523
CSFL;Centerstate Banks Inc. (CSFL) Prices and Trading Volume;2001-01-30;2018-03-27;daily;11093738
CSG;Chambers Street Properties (CSG) Prices and Trading Volume;2013-05-21;2015-12-17;daily;11251358
CSGP;CoStar Group Inc. (CSGP) Prices and Trading Volume;1998-07-01;2018-03-27;daily;11094606
CSGS;CSG Systems International Inc. (CSGS) Prices and Trading Volume;1996-02-28;2018-03-27;daily;11094724
CSH;Cash America International Inc. (CSH) Prices and Trading Volume;1987-12-30;2016-09-01;daily;11093628
CSII;Cardiovascular Systems Inc. (CSII) Prices and Trading Volume;2006-06-28;2018-03-27;daily;11093566
CSL;Carlisle Cos. Inc. (CSL) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11093586
CSLT;Castlight Health Inc (CSLT) Prices and Trading Volume;2014-03-14;2018-03-27;daily;13693107
CSOD;Cornerstone OnDemand Inc. (CSOD) Prices and Trading Volume;2011-03-17;2018-03-27;daily;11094567
CSRA;CSRA Inc (CSRA) Prices and Trading Volume;2015-11-30;2018-03-27;daily;28181187
CSS;CSS Industries Inc. (CSS) Prices and Trading Volume;1992-03-17;2018-03-27;daily;11094732
CST;CST Brands Inc (CST) Prices and Trading Volume;2013-04-17;2017-06-27;daily;11094733
CSV;Carriage Services Inc. (CSV) Prices and Trading Volume;1996-08-09;2018-03-27;daily;11093602
CSWC;Capital Southwest Corp. (CSWC) Prices and Trading Volume;1990-03-27;2018-03-27;daily;11093520
CSX;CSX Corp (CSX) Prices and Trading Volume;1980-11-03;2018-03-27;daily;9775630
CTAS;Cintas Corp. (CTAS) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775631
CTB;Cooper Tire & Rubber Co. (CTB) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11094527
CTBI;Community Trust Bancorp Inc. (CTBI) Prices and Trading Volume;1993-05-17;2018-03-27;daily;11094395
CTCT;Constant Contact Inc. (CTCT) Prices and Trading Volume;2007-10-12;2016-02-09;daily;11094490
CTG;Computer Task Group Inc. (CTG) Prices and Trading Volume;1988-01-05;2018-03-27;daily;11094426
CTIC;CTI BioPharma Corp (CTIC) Prices and Trading Volume;1997-03-21;2018-03-27;daily;11093715
CTO;Consolidated-Tomoka Land Co. (CTO) Prices and Trading Volume;1992-09-08;2018-03-27;daily;11094477
CTRE;CareTrust REIT Inc (CTRE) Prices and Trading Volume;2014-05-29;2018-03-27;daily;13693096
CTRL;Control4 Corp (CTRL) Prices and Trading Volume;2013-08-02;2018-03-27;daily;11094516
CTRN;Citi Trends Inc (CTRN) Prices and Trading Volume;2005-05-18;2018-03-27;daily;11094134
CTRX;Catamaran Corp (CTRX) Prices and Trading Volume;2006-06-13;2015-07-23;daily;11093651
CTS;CTS Corp. (CTS) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11094742
CTSH;Cognizant Technology Solutions Corp. (CTSH) Prices and Trading Volume;1998-06-19;2018-03-27;daily;9775633
CTT;Catchmark Timber Trust Inc (CTT) Prices and Trading Volume;2013-12-12;2018-03-27;daily;13693108
CTWS;Connecticut Water Service Inc. (CTWS) Prices and Trading Volume;1992-02-25;2018-03-27;daily;11094468
CTXS;Citrix Systems Inc. (CTXS) Prices and Trading Volume;1995-12-08;2018-03-27;daily;9775634
CUB;Cubic Corp. (CUB) Prices and Trading Volume;1989-02-21;2018-03-27;daily;11094747
CUBE;CubeSmart (CUBE) Prices and Trading Volume;2004-10-22;2018-03-27;daily;11251390
CUBI;Customers Bancorp Inc (CUBI) Prices and Trading Volume;2012-03-14;2018-03-27;daily;11094771
CUDA;Barracuda Networks Inc (CUDA) Prices and Trading Volume;2013-11-06;2018-02-09;daily;10996743
CUNB;CU Bancorp (CUNB) Prices and Trading Volume;2005-11-10;2017-10-20;daily;11094744
CUTR;Cutera Inc. (CUTR) Prices and Trading Volume;2004-03-31;2018-03-27;daily;11094772
CUZ;Cousins Properties Inc. (CUZ) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11251385
CVBF;CVB Financial Corp. (CVBF) Prices and Trading Volume;1992-03-17;2018-03-27;daily;11094773
CVC;Cablevision Systems Corp. (CVC) Prices and Trading Volume;1992-03-17;2016-06-20;daily;9775635
CVCO;Cavco Industries Inc. (CVCO) Prices and Trading Volume;2003-07-01;2018-03-27;daily;11093662
CVD;Covance Inc. (CVD) Prices and Trading Volume;1996-12-17;2015-02-18;daily;11094628
CVEO;Civeo Corp (CVEO) Prices and Trading Volume;2014-05-19;2018-03-27;daily;13693119
CVG;Convergys Corp. (CVG) Prices and Trading Volume;1998-08-13;2018-03-27;daily;11094519
CVGI;Commercial Vehicle Group Inc. (CVGI) Prices and Trading Volume;2004-08-09;2018-03-27;daily;11094356
CVGW;Calavo Growers Inc. (CVGW) Prices and Trading Volume;2002-07-22;2018-03-27;daily;11093354
CVI;CVR Energy Inc (CVI) Prices and Trading Volume;2007-10-23;2018-03-27;daily;11094777
CVLT;CommVault Systems Inc. (CVLT) Prices and Trading Volume;2006-09-22;2018-03-27;daily;11094400
CVO;Cenveo (CVO) Prices and Trading Volume;1995-09-22;2018-02-12;daily;11093764
CVS;CVS Health Corp (CVS) Prices and Trading Volume;1984-12-17;2018-03-27;daily;9775636
CVT;Cvent (CVT) Prices and Trading Volume;2013-08-09;2016-11-28;daily;11094775
CVX;Chevron Corporation (CVX) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775637
CZNC;Citizens & Northern Corp (CZNC) Prices and Trading Volume;1996-05-30;2018-03-27;daily;11094138
CZR;Caesars Entertainment Corp (CZR) Prices and Trading Volume;2012-02-08;2018-03-27;daily;11093342
D;Dominion Resources Inc (D) Prices and Trading Volume;1984-10-03;2018-03-27;daily;9775638
DAKT;Daktronics Inc. (DAKT) Prices and Trading Volume;1994-02-10;2018-03-27;daily;11094849
DAL;Delta Air Lines Inc. (DE) (DAL) Prices and Trading Volume;2007-05-03;2018-03-27;daily;9775639
DAN;Dana Holding Corp (DAN) Prices and Trading Volume;2008-01-02;2018-03-27;daily;11094857
DAR;Darling Ingredients Inc (DAR) Prices and Trading Volume;1994-09-09;2018-03-27;daily;11094865
DATA;Tableau Software (DATA) Prices and Trading Volume;2013-05-17;2018-03-27;daily;11131982
DAVE;Famous Dave's of America Inc. (DAVE) Prices and Trading Volume;1996-11-04;2018-03-27;daily;11095960
DBD;Diebold Inc. (DBD) Prices and Trading Volume;1981-12-31;2018-03-27;daily;11095062
DCI;Donaldson Co. Inc. (DCI) Prices and Trading Volume;1987-06-18;2018-03-27;daily;11095178
DCO;Ducommun Inc. (DCO) Prices and Trading Volume;1973-05-03;2018-03-27;daily;11095237
DCOM;Dime Community Bancshares Inc (DCOM) Prices and Trading Volume;1996-06-26;2018-03-27;daily;11095092
DCT;DCT Industrial Trust Inc (DCT) Prices and Trading Volume;2006-12-13;2018-03-27;daily;11251393
DD;E.I. du Pont de Nemours and Co. (DD) Prices and Trading Volume;1962-01-02;2017-08-31;daily;9775640
DDD;3D Systems Corp. (DE) (DDD) Prices and Trading Volume;1990-11-05;2018-03-27;daily;10972893
DDS;Dillard's Inc. (DDS) Prices and Trading Volume;1989-06-30;2018-03-27;daily;11095091
DE;Deere & Co. (DE) Prices and Trading Volume;1972-06-01;2018-03-27;daily;9775641
DECK;Deckers Outdoor Corp. (DECK) Prices and Trading Volume;1993-10-15;2018-03-27;daily;11094919
DEI;Douglas Emmett Inc (DEI) Prices and Trading Volume;2006-10-25;2018-03-27;daily;11251400
DEL;Deltic Timber Corp. (DEL) Prices and Trading Volume;1996-12-12;2018-02-20;daily;11094973
DELL;Dell Inc. (DELL) Prices and Trading Volume;1988-08-17;2015-03-04;daily;11251395
DENN;Denny's Corporation (DENN) Prices and Trading Volume;1998-01-08;2018-03-27;daily;11094983
DEST;Destination Maternity Corp (DEST) Prices and Trading Volume;1993-03-16;2018-03-27;daily;11094998
DF;Dean Foods Co. (DF) Prices and Trading Volume;1996-04-17;2018-03-27;daily;11094908
DFRG;Del Frisco's Restaurant Group Inc. (DFRG) Prices and Trading Volume;2012-07-27;2018-03-27;daily;11094943
DFS;Discover Financial Services (DFS) Prices and Trading Volume;2007-06-14;2018-03-27;daily;9775642
DFZ;R.G. Barry Corporation (DFZ) Prices and Trading Volume;1992-03-16;2014-09-03;daily;10996783
DG;Dollar General Corp (DG) Prices and Trading Volume;2009-11-13;2018-03-27;daily;9775643
DGAS;Delta Natural Gas Co. Inc. (DGAS) Prices and Trading Volume;1990-03-26;2017-09-20;daily;11094968
DGII;Digi International Inc. (DGII) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11095066
DGX;Quest Diagnostics Inc. (DGX) Prices and Trading Volume;1996-12-26;2018-03-27;daily;9775644
DHI;Horton (D.R.) Inc. (DHI) Prices and Trading Volume;1992-06-05;2018-03-27;daily;9775645
DHIL;Diamond Hill Investment Group Inc. (DHIL) Prices and Trading Volume;1997-05-09;2018-03-27;daily;11095048
DHR;Danaher Corp. (DHR) Prices and Trading Volume;1987-11-05;2018-03-27;daily;9775646
DHT;DHT Holdings Inc. (DHT) Prices and Trading Volume;2005-10-13;2018-03-27;daily;11095031
DHX;DHI Group Inc (DHX) Prices and Trading Volume;2007-07-26;2018-03-27;daily;11095058
DIN;DineEquity Inc (DIN) Prices and Trading Volume;1991-07-12;2018-03-27;daily;11095095
DIOD;Diodes Incorporated (DIOD) Prices and Trading Volume;1992-03-17;2018-03-27;daily;11095098
DIS;Disney (Walt) Co. (The) (DIS) Prices and Trading Volume;1962-01-02;2018-03-27;daily;9775647
DISH;DISH Network Corporation (DISH) Prices and Trading Volume;1995-06-21;2018-03-27;daily;11095125
DJCO;Daily Journal Corp. (DJCO) Prices and Trading Volume;1992-02-25;2018-03-27;daily;11094836
DK;Delek US Holdings Inc (DK) Prices and Trading Volume;2006-05-04;2018-03-27;daily;11094953
DKS;Dick's Sporting Goods Inc (DKS) Prices and Trading Volume;2002-10-16;2018-03-27;daily;11095060
DLB;Dolby Laboratories Inc (DLB) Prices and Trading Volume;2005-02-17;2018-03-27;daily;11095164
DLLR;DFC Global Corp (DLLR) Prices and Trading Volume;2005-01-28;2014-06-13;daily;11095027
DLPH;Delphi Automotive Plc (DLPH) Prices and Trading Volume;2011-11-17;2018-03-07;daily;9775649
DLR;Digital Realty Trust Inc. (DLR) Prices and Trading Volume;2004-10-29;2018-03-27;daily;11251398
DLTR;Dollar Tree Inc. (DLTR) Prices and Trading Volume;1995-03-09;2018-03-27;daily;9775650
DLX;Deluxe Corp. (DLX) Prices and Trading Volume;1987-07-23;2018-03-27;daily;11094975
DMND;Diamond Foods Inc (DMND) Prices and Trading Volume;2005-07-21;2016-02-26;daily;11095047
DMRC;Digimarc Corp (DMRC) Prices and Trading Volume;1999-12-02;2018-03-27;daily;11095068
DNB;Dun & Bradstreet Corp (DE) (DNB) Prices and Trading Volume;1983-06-10;2018-03-07;daily;9775651
DNDN;Dendreon Corp (DNDN) Prices and Trading Volume;2000-06-19;2014-11-18;daily;11094980
DNKN;Dunkin' Brands Group Inc. (DNKN) Prices and Trading Volume;2011-07-27;2018-03-27;daily;11095250
DNR;Denbury Resources Inc. (DNR) Prices and Trading Volume;1995-09-06;2018-03-27;daily;9775652
DO;Diamond Offshore Drilling Inc. (DO) Prices and Trading Volume;1995-10-11;2018-03-27;daily;9775653
DOC;Physicians Realty Trust (DOC) Prices and Trading Volume;2013-07-19;2018-03-27;daily;13693567
DOOR;Masonite International Corp (DOOR) Prices and Trading Volume;2009-07-24;2018-03-27;daily;11098792
DORM;Dorman Products Inc. (DORM) Prices and Trading Volume;1991-03-12;2018-03-27;daily;11095191
DOV;Dover Corp (DOV) Prices and Trading Volume;1985-07-01;2018-03-27;daily;9775654
DOW;Dow Chemical Co. (DOW) Prices and Trading Volume;1972-06-01;2017-08-31;daily;9775655
DOX;Amdocs Ltd. (DOX) Prices and Trading Volume;1998-06-19;2018-03-27;daily;10982793
DPS;Dr Pepper Snapple Group Inc (DPS) Prices and Trading Volume;2008-05-07;2018-03-27;daily;9775656
DPZ;Dominos Pizza Inc. (DPZ) Prices and Trading Volume;2004-07-13;2018-03-27;daily;11095176
DRC;Dresser-Rand Group Inc (DRC) Prices and Trading Volume;2005-08-05;2015-06-30;daily;11095216
DRE;Duke Realty Corp. (DRE) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11251401
DRH;DiamondRock Hospitality Co. (DRH) Prices and Trading Volume;2005-05-26;2018-03-27;daily;11251396
DRI;Darden Restaurants Inc. (United States) (DRI) Prices and Trading Volume;1995-05-09;2018-03-27;daily;9775657
DRII;Diamond Resorts International (DRII) Prices and Trading Volume;2013-07-19;2016-09-02;daily;11095050
DRIV;Digital River Inc. (DRIV) Prices and Trading Volume;1998-08-12;2015-02-12;daily;11095082
DRL;Doral Financial Corp. (DRL) Prices and Trading Volume;1992-02-25;2015-02-27;daily;11095189
DRNA;Dicerna Pharmaceuticals (DRNA) Prices and Trading Volume;2014-01-30;2018-03-27;daily;11095059
DRQ;Dril-Quip Inc. (DRQ) Prices and Trading Volume;1997-10-23;2018-03-27;daily;11095218
DRTX;Durata Therapeutics Inc (DRTX) Prices and Trading Volume;2012-07-19;2014-11-17;daily;11095253
DSCI;Derma Sciences Inc. (DSCI) Prices and Trading Volume;1994-05-13;2017-02-23;daily;11094991
DSPG;DSP Group Inc. (DSPG) Prices and Trading Volume;1994-02-14;2018-03-27;daily;11095227
DST;DST Systems Inc. (DE) (DST) Prices and Trading Volume;1995-11-01;2018-03-27;daily;11095228
DSW;DSW Inc (DSW) Prices and Trading Volume;2005-06-29;2018-03-27;daily;11095229
DTE;DTE Energy Co. (DTE) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775658
DTLK;Datalink Corporation (DTLK) Prices and Trading Volume;1999-08-06;2017-01-06;daily;11094878
DTSI;DTS Inc. (DTSI) Prices and Trading Volume;2003-07-11;2016-12-01;daily;11095231
DTV;DIRECTV (DTV) Prices and Trading Volume;2003-12-23;2018-03-07;daily;9775659
DUK;Duke Energy Corp (DUK) Prices and Trading Volume;1983-04-06;2018-03-27;daily;9775660
DV;DeVry Education Group Inc (DV) Prices and Trading Volume;1991-06-28;2017-05-23;daily;11095019
DVA;DaVita HealthCare Partners Inc (DVA) Prices and Trading Volume;1995-10-31;2018-03-27;daily;9775661
DVAX;Dynavax Technologies Corp (DVAX) Prices and Trading Volume;2004-02-19;2018-03-27;daily;11095286
DVN;Devon Energy Corp. (DVN) Prices and Trading Volume;1992-03-17;2018-03-27;daily;9775662
DVR;Cal Dive International, Inc. (DVR) Prices and Trading Volume;2006-12-14;2014-10-29;daily;11093348
DWA;Dreamworks Animation SKG Inc. (DWA) Prices and Trading Volume;2004-10-28;2016-08-22;daily;11095215
DWSN;Dawson Geophysical Co. (DWSN) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11094892
DX;Dynex Capital Inc. (DX) Prices and Trading Volume;1989-06-30;2018-03-27;daily;11251403
DXCM;DexCom Inc. (DXCM) Prices and Trading Volume;2005-04-14;2018-03-27;daily;11095023
DXLG;Destination XL Group Inc. (DXLG) Prices and Trading Volume;1992-02-25;2018-03-27;daily;11095000
DXM;Dex Media Inc. (DXM) Prices and Trading Volume;2013-05-01;2016-01-06;daily;11095022
DXPE;DXP Enterprises Inc. (DXPE) Prices and Trading Volume;1998-05-07;2018-03-27;daily;11095261
DXYN;Dixie Group Inc. (DXYN) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11095139
DY;Dycom Industries Inc. (DY) Prices and Trading Volume;1990-09-24;2018-03-27;daily;11095264
DYAX;Dyax Corp. (DYAX) Prices and Trading Volume;2000-08-15;2016-01-22;daily;11095263
DYN;Dynegy Inc (DYN) Prices and Trading Volume;2012-10-03;2018-03-27;daily;11095288
EA;Electronic Arts Inc. (EA) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775663
EAC;Erickson Air-Crane Inc (EAC) Prices and Trading Volume;2012-04-11;2016-11-18;daily;11095769
EAT;Brinker International Inc. (EAT) Prices and Trading Volume;1989-07-28;2018-03-27;daily;11093210
EBAY;eBay Inc. (EBAY) Prices and Trading Volume;1998-09-24;2018-03-27;daily;9775664
EBF;Ennis Inc (EBF) Prices and Trading Volume;1987-09-24;2018-03-27;daily;11095660
EBIX;Ebix Inc (EBIX) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11095367
EBS;Emergent Biosolutions (EBS) Prices and Trading Volume;2006-11-15;2018-03-27;daily;11095536
EBSB;Meridian Bancorp Inc (EBSB) Prices and Trading Volume;2008-01-23;2018-03-27;daily;11099030
EBTC;Enterprise Bancorp Inc. (MA) (EBTC) Prices and Trading Volume;2005-02-14;2018-03-27;daily;11095680
ECHO;Echo Global Logistics Inc. (ECHO) Prices and Trading Volume;2009-10-02;2018-03-27;daily;11095376
ECL;Ecolab Inc. (ECL) Prices and Trading Volume;1988-01-05;2018-03-27;daily;9775665
ECOL;US Ecology Inc. (ECOL) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11146123
ECPG;Encore Capital Group Inc (ECPG) Prices and Trading Volume;1999-07-09;2018-03-27;daily;11095589
