symbol;name;start;end;period;id
RHI;Robert Half International Inc. (RHI) Prices and Trading Volume;1992-03-10;2018-03-27;daily;9775905
RHP;Ryman Hospitality Properties Inc (RHP) Prices and Trading Volume;1991-10-24;2018-03-27;daily;11251582
RHT;Red Hat Inc. (RHT) Prices and Trading Volume;1999-08-11;2018-03-27;daily;9775906
RIG;Transocean Ltd. (RIG) Prices and Trading Volume;1993-05-28;2018-03-07;daily;9775907
RIGL;Rigel Pharmaceuticals Inc. (RIGL) Prices and Trading Volume;2000-11-29;2018-03-27;daily;11116507
RJET;Republic Airways Holdings Inc. (RJET) Prices and Trading Volume;2004-05-27;2016-03-07;daily;11116427
RJF;Raymond James Financial Inc. (RJF) Prices and Trading Volume;1987-12-30;2018-03-27;daily;11116277
RKT;Rock-Tenn Co. Cl A (RKT) Prices and Trading Volume;1994-03-03;2015-07-01;daily;11116565
RKUS;Ruckus Wireless (RKUS) Prices and Trading Volume;2012-11-16;2016-05-26;daily;11116665
RL;Ralph Lauren Corp (RL) Prices and Trading Volume;1997-06-12;2018-03-27;daily;9775908
RLD;RealD (RLD) Prices and Trading Volume;2010-07-16;2016-03-22;daily;11116301
RLI;RLI Corp. (RLI) Prices and Trading Volume;1987-12-30;2018-03-27;daily;11116544
RLJ;RLJ Lodging Trust Com (RLJ) Prices and Trading Volume;2011-05-11;2018-03-27;daily;11251577
RLOC;ReachLocal Inc. (RLOC) Prices and Trading Volume;2010-05-20;2016-08-09;daily;11116293
RLYP;Relypsa Inc (RLYP) Prices and Trading Volume;2013-11-15;2016-09-01;daily;11116387
RM;Regional Management Corp (RM) Prices and Trading Volume;2012-03-28;2018-03-27;daily;11116364
RMAX;Re/Max Holdings Inc (RMAX) Prices and Trading Volume;2013-10-02;2018-03-27;daily;11116291
RMBS;Rambus Inc. (RMBS) Prices and Trading Volume;1997-05-14;2018-03-27;daily;11116245
RMD;ResMed Inc. (RMD) Prices and Trading Volume;1995-06-02;2018-03-27;daily;11116438
RMTI;Rockwell Medical Inc. (RMTI) Prices and Trading Volume;1998-01-27;2018-03-27;daily;11116577
RNDY;Roundy's Inc (RNDY) Prices and Trading Volume;2012-02-08;2015-12-18;daily;11116620
RNET;RigNet Inc. (RNET) Prices and Trading Volume;2010-12-15;2018-03-27;daily;11116511
RNG;RingCentral (RNG) Prices and Trading Volume;2013-09-27;2018-03-27;daily;11116515
RNR;RenaissanceRe Holdings Ltd. (RNR) Prices and Trading Volume;1995-07-27;2018-03-27;daily;11116398
RNST;Renasant Corp (RNST) Prices and Trading Volume;1992-04-24;2018-03-27;daily;11116399
RNWK;RealNetworks Inc. (RNWK) Prices and Trading Volume;1997-11-21;2018-03-27;daily;11116302
ROC;Rockwood Holdings (ROC) Prices and Trading Volume;2005-08-17;2015-01-12;daily;11116578
ROCK;Gibraltar Industries Inc. (ROCK) Prices and Trading Volume;1993-11-05;2018-03-27;daily;11096240
ROG;Rogers Corp. (ROG) Prices and Trading Volume;1980-03-17;2018-03-27;daily;11116589
ROIC;Retail Opportunity Investments Corp (ROIC) Prices and Trading Volume;2009-11-03;2018-03-27;daily;11251575
ROK;Rockwell Automation Inc. (ROK) Prices and Trading Volume;1981-12-31;2018-03-27;daily;9775909
ROL;Rollins Inc. (ROL) Prices and Trading Volume;1987-12-30;2018-03-27;daily;11116595
ROLL;RBC Bearings Inc (ROLL) Prices and Trading Volume;2005-08-10;2018-03-27;daily;11116282
ROP;Roper Technologies Inc (ROP) Prices and Trading Volume;1992-02-13;2018-03-27;daily;9775910
ROSE;Rosetta Resources Inc. (ROSE) Prices and Trading Volume;2006-02-13;2018-03-27;daily;11116608
ROST;Ross Stores Inc. (ROST) Prices and Trading Volume;1986-07-09;2018-03-27;daily;9775911
RP;RealPage Inc. (RP) Prices and Trading Volume;2010-08-12;2018-03-27;daily;11116304
RPAI;Retail Properties of America Inc (RPAI) Prices and Trading Volume;2012-04-09;2018-03-27;daily;14282732
RPM;RPM International Inc (DE) (RPM) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11116648
RPRX;Repros Therapeutics Inc. (RPRX) Prices and Trading Volume;1993-03-26;2018-01-31;daily;11116425
RPT;Ramco-Gershenson Properties Trust (MD) (RPT) Prices and Trading Volume;1988-12-28;2018-03-27;daily;11251568
RPTP;Raptor Pharmaceutical Corp. (RPTP) Prices and Trading Volume;1999-02-16;2016-10-24;daily;11116267
RPXC;RPX Corporation (RPXC) Prices and Trading Volume;2011-05-04;2018-03-27;daily;11116649
RRC;Range Resources Corp (RRC) Prices and Trading Volume;1992-12-28;2018-03-27;daily;9775912
RRGB;Red Robin Gourmet Burgers Inc. (RRGB) Prices and Trading Volume;2002-07-19;2018-03-27;daily;11116322
RRTS;Roadrunner Transportation Systems (RRTS) Prices and Trading Volume;2010-05-13;2018-03-27;daily;11116551
RS;Reliance Steel & Aluminum Co. (RS) Prices and Trading Volume;1994-09-16;2018-03-27;daily;11116381
RSE;Rouse Properties Inc. (RSE) Prices and Trading Volume;2011-12-28;2016-07-05;daily;11251580
RSG;Republic Services Inc. (RSG) Prices and Trading Volume;1998-07-01;2018-03-27;daily;9775913
RSH;RadioShack Corp. (RSH) Prices and Trading Volume;1982-01-04;2015-02-02;daily;11116217
RSPP;RSP Permian Inc. (RSPP) Prices and Trading Volume;2014-01-17;2018-03-27;daily;11116653
RSTI;Rofin-Sinar Technologies Inc. (RSTI) Prices and Trading Volume;1996-09-26;2016-11-07;daily;11116587
RSYS;RadiSys Corporation (RSYS) Prices and Trading Volume;1995-10-20;2018-03-27;daily;11116219
RT;Ruby Tuesday Inc. (RT) Prices and Trading Volume;1990-03-26;2017-12-21;daily;11116664
RTI;RTI International Metals Inc (RTI) Prices and Trading Volume;1990-04-12;2015-07-22;daily;11116655
RTIX;RTI Biologics Inc (RTIX) Prices and Trading Volume;2000-08-10;2018-03-27;daily;11116656
RTK;Rentech Inc. (RTK) Prices and Trading Volume;1999-04-05;2017-10-13;daily;11116417
RUBI;Rubocom Project Inc (RUBI) Prices and Trading Volume;2014-04-02;2018-03-27;daily;13693627
RUTH;Ruth's Hospitality Group Inc (RUTH) Prices and Trading Volume;2005-08-09;2018-03-27;daily;11116675
RVBD;Riverbed Technology Inc (RVBD) Prices and Trading Volume;2006-09-21;2015-04-24;daily;11116535
RVLT;Revolution Lighting Technologies Inc. (RVLT) Prices and Trading Volume;1994-03-24;2018-03-27;daily;11116475
RVNC;Revance Therapeutics Inc (RVNC) Prices and Trading Volume;2014-02-06;2018-03-27;daily;11116468
RWT;Redwood Trust Inc. (RWT) Prices and Trading Volume;1995-08-04;2018-03-27;daily;11251571
RYL;Ryland Group Inc. (RYL) Prices and Trading Volume;1987-12-30;2015-09-30;daily;11116686
RYN;Rayonier Inc. (RYN) Prices and Trading Volume;1994-02-17;2018-03-27;daily;11251569
S;Sprint Corporation (S) Prices and Trading Volume;1984-11-08;2018-03-27;daily;11123459
SAAS;inContact Inc. (SAAS) Prices and Trading Volume;2003-07-15;2016-11-11;daily;11097377
SAFM;Sanderson Farms Inc. (SAFM) Prices and Trading Volume;1989-12-20;2018-03-27;daily;11116765
SAFT;Safety Insurance Group Inc. (SAFT) Prices and Trading Volume;2002-11-22;2018-03-27;daily;11116713
SAH;Sonic Automotive Inc. (SAH) Prices and Trading Volume;1997-11-12;2018-03-27;daily;11120693
SAIA;Saia Inc. (SAIA) Prices and Trading Volume;2002-09-12;2018-03-27;daily;11116725
SAIC;Science Applications International Corp (New) (SAIC) Prices and Trading Volume;2013-09-16;2018-03-27;daily;11116864
SALE;RetailMeNot Inc. (SALE) Prices and Trading Volume;2013-07-19;2017-05-22;daily;11116461
SALM;Salem Media Group Inc. (SALM) Prices and Trading Volume;1999-07-01;2018-03-27;daily;11116738
SAM;Boston Beer Co. Cl A (SAM) Prices and Trading Volume;1995-11-21;2018-03-27;daily;11077917
SAMG;Silvercrest Asset Management Group Inc (SAMG) Prices and Trading Volume;2013-06-27;2018-03-27;daily;11117159
SANM;Sanmina Corporation (SANM) Prices and Trading Volume;1993-06-22;2018-03-27;daily;11116785
SAPE;Sapient Corporation (SAPE) Prices and Trading Volume;1996-04-04;2015-02-05;daily;11116810
SASR;Sandy Spring Bancorp Inc (SASR) Prices and Trading Volume;1996-04-17;2018-03-27;daily;11116775
SATS;EchoStar  Corporation (SATS) Prices and Trading Volume;2008-01-02;2018-03-27;daily;11095378
SAVE;Spirit Airlines Inc. (SAVE) Prices and Trading Volume;2011-05-26;2018-03-27;daily;11123035
SB;Safe Bulkers (SB) Prices and Trading Volume;2008-05-30;2018-03-27;daily;11116705
SBAC;SBA Communications Corporation (SBAC) Prices and Trading Volume;1999-06-16;2018-03-27;daily;11116838
SBCF;Seacoast Banking Corp. of Florida (SBCF) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11116892
SBGI;Sinclair Broadcast Group Inc. (SBGI) Prices and Trading Volume;1995-06-07;2018-03-27;daily;11117184
SBH;Sally Beauty (SBH) Prices and Trading Volume;2006-11-17;2018-03-27;daily;11116741
SBNY;Signature Bank (SBNY) Prices and Trading Volume;2004-03-23;2018-03-27;daily;11117111
SBRA;Sabra Health Care REIT Inc (SBRA) Prices and Trading Volume;2002-04-02;2018-03-27;daily;11251583
SBSI;Southside Bancshares Inc. (SBSI) Prices and Trading Volume;1998-05-13;2018-03-27;daily;11121824
SBUX;Starbucks Corp. (SBUX) Prices and Trading Volume;1992-06-26;2018-03-27;daily;9775915
SCAI;Surgical Care Affiliates Inc (SCAI) Prices and Trading Volume;2013-10-30;2017-03-23;daily;11129663
SCCO;Southern Copper Corp (SCCO) Prices and Trading Volume;1996-01-05;2018-03-27;daily;11121621
SCG;SCANA Corp (SCG) Prices and Trading Volume;1987-12-30;2018-03-27;daily;9775916
SCHL;Scholastic Corp. (SCHL) Prices and Trading Volume;1992-02-25;2018-03-27;daily;11116857
SCHN;Schnitzer Steel Industries Inc. (SCHN) Prices and Trading Volume;1993-11-16;2018-03-27;daily;11116856
SCHW;Charles Schwab Corp. (SCHW) Prices and Trading Volume;1989-06-30;2018-03-27;daily;9775917
SCI;Service Corp. International (SCI) Prices and Trading Volume;1987-07-23;2018-03-27;daily;11116997
SCL;Stepan Co. (SCL) Prices and Trading Volume;1992-03-17;2018-03-27;daily;11125459
SCLN;SciClone Pharmaceuticals Inc. (SCLN) Prices and Trading Volume;1992-03-17;2017-10-13;daily;11116863
SCM;Stellus Capital Investment Corp (SCM) Prices and Trading Volume;2012-11-08;2018-03-27;daily;11125302
SCMP;Sucampo Pharmaceuticals Inc. (SCMP) Prices and Trading Volume;2007-08-02;2018-02-13;daily;11127420
SCOR;comScore Inc. (SCOR) Prices and Trading Volume;2007-06-27;2017-02-07;daily;11094431
SCS;Steelcase Inc. (SCS) Prices and Trading Volume;1998-02-18;2018-03-27;daily;11125144
SCSC;ScanSource Inc. (SCSC) Prices and Trading Volume;1994-03-18;2018-03-27;daily;11116845
SCSS;Select Comfort Corporation (SCSS) Prices and Trading Volume;1998-12-04;2017-10-31;daily;11116952
SCTY;SolarCity Corporation (SCTY) Prices and Trading Volume;2012-12-13;2016-11-21;daily;11120113
SCVL;Shoe Carnival Inc. (SCVL) Prices and Trading Volume;1993-03-16;2018-03-27;daily;11117064
SD;SandRidge Energy (SD) Prices and Trading Volume;2016-10-04;2018-03-27;daily;11116767
SDRL;SeaDrill Ltd. (SDRL) Prices and Trading Volume;2005-12-28;2018-03-27;daily;11116895
SE;Spectra Energy Corp (SE) Prices and Trading Volume;2007-01-03;2018-03-07;daily;9775918
SEAC;SeaChange International Inc. (SEAC) Prices and Trading Volume;1996-11-06;2018-03-27;daily;11116890
SEAS;SeaWorld Entertainment Inc. (SEAS) Prices and Trading Volume;2013-04-19;2018-03-27;daily;11116917
SEB;Seaboard Corp. (SEB) Prices and Trading Volume;1980-03-17;2018-03-27;daily;11116888
SEE;Sealed Air Corp. (SEE) Prices and Trading Volume;1987-12-30;2018-03-27;daily;9775919
SEIC;SEI Investments Co. (SEIC) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11116947
SEM;Select Medical Holdings (SEM) Prices and Trading Volume;2009-09-25;2018-03-27;daily;11116954
SF;Stifel Financial Corp. (SF) Prices and Trading Volume;1983-07-19;2018-03-27;daily;11125983
SFBS;ServisFirst Bancshares Inc. (SFBS) Prices and Trading Volume;2014-05-14;2018-03-27;daily;13693636
SFE;Safeguard Scientifics Inc. (SFE) Prices and Trading Volume;1987-12-30;2018-03-27;daily;11116709
SFG;StanCorp Financial Group Inc (SFG) Prices and Trading Volume;1999-04-16;2016-03-07;daily;11124180
SFL;Ship Finance International Ltd (SFL) Prices and Trading Volume;2004-06-17;2018-03-27;daily;11117060
SFLY;Shutterfly Inc. (SFLY) Prices and Trading Volume;2006-09-29;2018-03-27;daily;11117081
SFNC;Simmons First National Corp. (SFNC) Prices and Trading Volume;1992-11-02;2018-03-27;daily;11117174
SFXE;SFX Entertainment Inc. (SFXE) Prices and Trading Volume;2013-10-09;2016-02-09;daily;11117017
SFY;Swift Energy Co. (SFY) Prices and Trading Volume;1981-07-24;2015-12-18;daily;11130267
SGA;Saga Communications Inc. Cl A (SGA) Prices and Trading Volume;1993-10-12;2018-03-27;daily;11116717
SGBK;Stonegate Bank Fort Lauderdale FL (SGBK) Prices and Trading Volume;2007-05-01;2017-09-26;daily;11126259
SGEN;Seattle Genetics Inc. (SGEN) Prices and Trading Volume;2001-03-09;2018-03-27;daily;11116915
SGI;Silicon Graphics International Corp (SGI) Prices and Trading Volume;2005-06-15;2016-10-31;daily;11117125
SGK;Schawk, Inc. (SGK) Prices and Trading Volume;1987-11-05;2014-07-30;daily;11116848
SGM;Stonegate Mortgage Corp (SGM) Prices and Trading Volume;2013-10-10;2017-05-31;daily;11126275
SGMO;Sangamo BioSciences Inc. (SGMO) Prices and Trading Volume;2000-04-06;2018-03-27;daily;11116778
SGMS;Scientific Games Corp (SGMS) Prices and Trading Volume;1992-04-23;2018-03-27;daily;11116865
SGNT;Sagent Pharmaceuticals Inc. (SGNT) Prices and Trading Volume;2011-04-20;2016-08-29;daily;11116722
SGY;Stone Energy Corp. (SGY) Prices and Trading Volume;1993-07-09;2018-03-27;daily;11126169
SGYP;Synergy Pharmaceuticals Inc (SGYP) Prices and Trading Volume;2008-11-19;2018-03-27;daily;11131146
SHEN;Shenandoah Telecommunications Co. (SHEN) Prices and Trading Volume;1999-04-26;2018-03-27;daily;11117044
SHLM;Schulman (A.) Inc. (SHLM) Prices and Trading Volume;1986-07-09;2018-03-27;daily;11116860
SHLO;Shiloh Industries Inc. (SHLO) Prices and Trading Volume;1993-06-29;2018-03-27;daily;11117053
SHO;Sunstone Hotel Investors Inc (SHO) Prices and Trading Volume;2004-10-21;2018-03-27;daily;11251608
SHOO;Madden (Steven) Ltd. (SHOO) Prices and Trading Volume;1993-12-13;2018-03-27;daily;11125850
SHOR;ShoreTel Inc. (SHOR) Prices and Trading Volume;2007-07-03;2017-09-22;daily;11117073
SHOS;Sears Hometown and Outlet Stores Inc. (SHOS) Prices and Trading Volume;2012-10-12;2018-03-27;daily;11116912
SHW;Sherwin-Williams Co. (SHW) Prices and Trading Volume;1985-07-01;2018-03-27;daily;9775920
SIAL;Sigma-Aldrich Corporation (SIAL) Prices and Trading Volume;1990-03-26;2015-11-18;daily;9775921
SIF;SIFCO Industries Inc. (SIF) Prices and Trading Volume;1980-03-17;2018-03-27;daily;11117102
SIG;Signet Jewelers Ltd (SIG) Prices and Trading Volume;1994-10-31;2018-03-27;daily;11117118
SIGA;SIGA Technologies Inc (SIGA) Prices and Trading Volume;1997-09-10;2018-03-27;daily;11117105
SIGI;Selective Insurance Group Inc (SIGI) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11116956
SIGM;Sigma Designs Inc. (SIGM) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11117106
SIMG;Silicon Image Inc (SIMG) Prices and Trading Volume;1999-10-06;2015-03-10;daily;11117126
SIR;Select Income Real Estate Investment Trust (SIR) Prices and Trading Volume;2012-03-07;2018-03-27;daily;11251588
SIRI;Sirius XM Radio Inc. (SIRI) Prices and Trading Volume;1994-09-13;2018-03-27;daily;11117707
SIRO;Sirona Dental Systems Inc. (SIRO) Prices and Trading Volume;2002-01-23;2016-02-26;daily;11117757
SIVB;SVB Financial Group (SIVB) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11130062
SIX;Six Flags Entertainment Corp (SIX) Prices and Trading Volume;2010-05-11;2018-03-27;daily;11117852
SJI;South Jersey Industries Inc. (SJI) Prices and Trading Volume;1987-12-30;2018-03-27;daily;11121418
SJM;Smucker (J.M.) Co. (SJM) Prices and Trading Volume;1994-10-31;2018-03-27;daily;9775922
SJW;SJW Corp. (SJW) Prices and Trading Volume;1972-06-01;2018-03-27;daily;11117887
SKT;Tanger Factory Outlet Centers Inc. (SKT) Prices and Trading Volume;1993-05-28;2018-03-27;daily;11251610
SKUL;Skullcandy Inc. (SKUL) Prices and Trading Volume;2011-07-20;2016-10-03;daily;11118146
SKX;Skechers U S A Inc. (SKX) Prices and Trading Volume;1999-06-09;2018-03-27;daily;11118008
SKYW;SkyWest Inc. (SKYW) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11118416
SLAB;Silicon Laboratories Inc. (SLAB) Prices and Trading Volume;2000-03-24;2018-03-27;daily;11117127
SLB;Schlumberger Ltd. (SLB) Prices and Trading Volume;1981-12-31;2018-03-27;daily;9775923
SLCA;U S Silica Holdings Inc. (SLCA) Prices and Trading Volume;2012-02-01;2018-03-27;daily;11146133
SLG;SL Green Realty Corp. (SLG) Prices and Trading Volume;1997-08-15;2018-03-27;daily;11251592
SLGN;Silgan Holdings Inc. (SLGN) Prices and Trading Volume;1997-02-14;2018-03-27;daily;11117123
SLH;Solera Holdings Inc (SLH) Prices and Trading Volume;2007-05-11;2016-03-03;daily;11120209
SLM;SLM Corporation (SLM) Prices and Trading Volume;1988-01-05;2018-03-07;daily;9775924
SLRC;Solar Capital Ltd. (SLRC) Prices and Trading Volume;2010-02-09;2018-03-27;daily;11119942
SLXP;Salix Pharmaceuticals Ltd (SLXP) Prices and Trading Volume;2000-11-21;2015-04-01;daily;11116740
SM;SM Energy Co. (SM) Prices and Trading Volume;1992-12-21;2018-03-27;daily;11118577
SMA;Symmetry Medical Inc. (SMA) Prices and Trading Volume;2004-12-09;2014-12-04;daily;11130827
SMCI;Super Micro Computer Inc. (SMCI) Prices and Trading Volume;2007-03-29;2018-03-27;daily;11128976
SMG;Scotts Miracle-Gro Co (The) (SMG) Prices and Trading Volume;1992-01-31;2018-03-27;daily;11116882
SMP;Standard Motor Products (SMP) Prices and Trading Volume;1987-12-30;2018-03-27;daily;11124367
SMRT;Stein Mart Inc. (SMRT) Prices and Trading Volume;1992-04-27;2018-03-27;daily;11125219
SMTC;Semtech Corporation (SMTC) Prices and Trading Volume;1992-03-17;2018-03-27;daily;11116966
SN;Sanchez Energy (SN) Prices and Trading Volume;2011-12-15;2018-03-27;daily;11116763
SNA;Snap-On Inc. (SNA) Prices and Trading Volume;1985-07-01;2018-03-27;daily;9775925
SNAK;Inventure Foods Inc. (SNAK) Prices and Trading Volume;1996-12-06;2017-12-14;daily;11097689
SNBC;Sun Bancorp Inc. (NJ) (SNBC) Prices and Trading Volume;1996-08-29;2018-01-31;daily;11128021
SNCR;Synchronoss Technologies Inc. (SNCR) Prices and Trading Volume;2006-06-15;2018-03-27;daily;11131017
SNDK;SanDisk Corp. (SNDK) Prices and Trading Volume;1995-11-08;2016-05-11;daily;9775926
SNH;Senior Housing Properties Trust (SNH) Prices and Trading Volume;2000-02-23;2018-03-27;daily;11251589
SNI;Scripps Networks Interactive Inc (SNI) Prices and Trading Volume;2008-06-12;2018-03-06;daily;9775927
SNMX;Senomyx Inc. (SNMX) Prices and Trading Volume;2004-06-22;2018-03-27;daily;11116974
SNOW;Intrawest Resorts Holdings Inc (SNOW) Prices and Trading Volume;2014-01-31;2017-07-31;daily;11097672
SNPS;Synopsys Inc. (SNPS) Prices and Trading Volume;1992-02-26;2018-03-27;daily;11131249
SNV;Synovus Financial Corp. (SNV) Prices and Trading Volume;1990-01-12;2018-03-27;daily;11131303
SNX;Synnex Corp (SNX) Prices and Trading Volume;2003-11-25;2018-03-27;daily;11131214
SO;Southern Co. (SO) Prices and Trading Volume;1981-12-31;2018-03-27;daily;9775928
SON;Sonoco Products Co. (SON) Prices and Trading Volume;1985-06-11;2018-03-27;daily;11120859
SONC;Sonic Corp. (SONC) Prices and Trading Volume;1991-02-28;2018-03-27;daily;11120721
SONS;Sonus Networks Inc. (SONS) Prices and Trading Volume;2000-05-25;2017-11-28;daily;11120993
SP;SP Plus Corporation (SP) Prices and Trading Volume;2004-06-02;2018-03-27;daily;11121964
SPA;Sparton Corp. (SPA) Prices and Trading Volume;1973-05-03;2018-03-27;daily;11122191
SPB;Spectrum Brands Holdings Inc (SPB) Prices and Trading Volume;2009-09-02;2018-03-27;daily;11122564
SPDC;Speed Commerce Inc. (SPDC) Prices and Trading Volume;1993-12-17;2016-01-20;daily;11122681
SPG;Simon Property Group Inc. (SPG) Prices and Trading Volume;1993-12-14;2018-03-27;daily;9775929
SPLK;Splunk Inc. (SPLK) Prices and Trading Volume;2012-04-19;2018-03-27;daily;11123070
SPLS;Staples Inc (SPLS) Prices and Trading Volume;1990-03-26;2017-09-12;daily;9775930
SPN;Superior Energy Services Inc. (SPN) Prices and Trading Volume;1992-07-07;2018-03-27;daily;11129097
SPNC;Spectranetics Corporation (SPNC) Prices and Trading Volume;1992-01-21;2017-08-09;daily;11122478
SPNS;Sapiens International Corp. N.V. (SPNS) Prices and Trading Volume;1998-03-05;2018-03-27;daily;11116809
SPPI;Spectrum Pharmaceuticals Inc. (SPPI) Prices and Trading Volume;1996-09-27;2018-03-27;daily;11122633
SPR;Spirit AeroSystems Holdings Inc. Cl A (SPR) Prices and Trading Volume;2006-11-28;2018-03-27;daily;11123015
SPRT;support.com Inc. (SPRT) Prices and Trading Volume;2000-07-19;2018-03-27;daily;11129358
SPSC;SPS Commerce Inc. (SPSC) Prices and Trading Volume;2010-04-22;2018-03-27;daily;11123521
SPTN;SpartanNash Co. (SPTN) Prices and Trading Volume;2000-08-02;2018-03-27;daily;11122174
SPWH;Sportsman's Warehouse Holdings Inc. (SPWH) Prices and Trading Volume;2014-04-17;2018-03-27;daily;13693652
SPWR;SunPower Corporation (SPWR) Prices and Trading Volume;2005-11-17;2018-03-27;daily;11128582
SQBG;Sequential Brands Group Inc (SQBG) Prices and Trading Volume;2004-07-02;2018-03-27;daily;11116989
SQBK;Square 1 Financial Inc (SQBK) Prices and Trading Volume;2014-03-27;2015-10-06;daily;13693656
SQI;SciQuest Inc. (SQI) Prices and Trading Volume;2010-09-24;2016-07-28;daily;11116869
SQNM;Sequenom Inc. (SQNM) Prices and Trading Volume;2000-02-01;2016-09-06;daily;11116988
SRCE;1st Source Corp. (SRCE) Prices and Trading Volume;1996-09-03;2018-03-27;daily;10970782
SRCL;Stericycle Inc. (SRCL) Prices and Trading Volume;1996-08-23;2018-03-27;daily;9775931
SRDX;SurModics Inc. (SRDX) Prices and Trading Volume;1998-03-04;2018-03-27;daily;11129697
SRE;Sempra Energy (SRE) Prices and Trading Volume;1998-06-29;2018-03-27;daily;9775932
SREV;ServiceSource International Inc. (SREV) Prices and Trading Volume;2011-03-25;2018-03-27;daily;11117000
SRI;Stoneridge Inc. (SRI) Prices and Trading Volume;1997-10-10;2018-03-27;daily;11126285
SRPT;Sarepta Therapeutics Inc. (SRPT) Prices and Trading Volume;1997-06-04;2018-03-27;daily;11116819
SSD;Simpson Manufacturing Co. Inc. (DE) (SSD) Prices and Trading Volume;1994-05-26;2018-03-27;daily;11117178
SSI;Stage Stores Inc. (SSI) Prices and Trading Volume;2001-08-30;2018-03-27;daily;11124082
SSNC;SS&C Technologies Holdings Inc. (SSNC) Prices and Trading Volume;2010-03-31;2018-03-27;daily;11123696
SSNI;Silver Spring Networks Inc (SSNI) Prices and Trading Volume;2013-03-13;2018-01-05;daily;11117147
SSP;Scripps (E.W.) Co (The) (SSP) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11095868
SSTK;Shutterstock Inc (SSTK) Prices and Trading Volume;2012-10-11;2018-03-27;daily;11117082
SSYS;Stratasys Ltd. (SSYS) Prices and Trading Volume;1994-10-21;2018-03-27;daily;11126522
STAA;STAAR Surgical Company (STAA) Prices and Trading Volume;1992-03-02;2018-03-27;daily;11123993
STAG;STAG Industrial Inc. (STAG) Prices and Trading Volume;2011-04-15;2018-03-27;daily;11251598
STAR;iStar Inc (STAR) Prices and Trading Volume;1989-11-16;2018-03-27;daily;13693341
STBA;S&T Bancorp Inc (Indiana PA) (STBA) Prices and Trading Volume;1992-04-21;2018-03-27;daily;11116687
STBZ;State Bank Financial Corp (STBZ) Prices and Trading Volume;2011-01-26;2018-03-27;daily;11125012
STC;Stewart Information Services (STC) Prices and Trading Volume;1990-03-28;2018-03-27;daily;11125950
STE;Steris Corp. (STE) Prices and Trading Volume;1992-06-01;2018-03-27;daily;11125587
STFC;State Auto Financial Corp. (STFC) Prices and Trading Volume;1991-06-28;2018-03-27;daily;11124970
STI;Suntrust Banks Inc. (STI) Prices and Trading Volume;1987-12-30;2018-03-27;daily;9775933
STJ;St. Jude Medical Inc. (STJ) Prices and Trading Volume;1989-12-07;2017-01-04;daily;9775934
STL;Sterling Bancorp (DE) (STL) Prices and Trading Volume;1999-01-08;2018-03-27;daily;11125616
STLD;Steel Dynamics Inc. (STLD) Prices and Trading Volume;1996-11-22;2018-03-27;daily;11125116
STML;Stemline Therapeutics Inc. (STML) Prices and Trading Volume;2013-01-29;2018-03-27;daily;11125401
STMP;Stamps.com Inc. (STMP) Prices and Trading Volume;1999-06-25;2018-03-27;daily;11124147
STNG;Scorpio Tankers Inc. (STNG) Prices and Trading Volume;2010-03-31;2018-03-27;daily;11116879
STNR;Steiner Leisure Ltd. (Bahamas) (STNR) Prices and Trading Volume;1996-11-13;2015-12-09;daily;11125244
STR;SPDR MSCI Europe Consumer Discretionary UCITS ETF (STR) Prices and Trading Volume;1987-12-29;2016-09-16;daily;11116174
STRA;Strayer Education Inc. (STRA) Prices and Trading Volume;1996-07-26;2018-03-27;daily;11126978
STRL;Sterling Construction Company Inc (STRL) Prices and Trading Volume;1995-08-18;2018-03-27;daily;11125668
STRT;Strattec Security Corp. (STRT) Prices and Trading Volume;1995-02-24;2018-03-27;daily;11126841
STSA;Sterling Financial Corporation (STSA) Prices and Trading Volume;1991-11-25;2014-04-21;daily;11125734
STT;State Street Corp (STT) Prices and Trading Volume;1986-07-09;2018-03-27;daily;9775935
STWD;Starwood Property Trust Inc. (STWD) Prices and Trading Volume;2009-08-12;2018-03-27;daily;11251600
STX;Seagate Technology (STX) Prices and Trading Volume;2002-12-11;2018-03-27;daily;9775936
STZ;Constellation Brands Inc (STZ) Prices and Trading Volume;1992-03-17;2018-03-27;daily;9775937
SUI;Sun Communities Inc. (SUI) Prices and Trading Volume;1993-12-09;2018-03-27;daily;11251607
SUN;Sunoco LP Com Unit Repstg Ltd Partnership Int (SUN) Prices and Trading Volume;2012-09-20;2018-03-27;daily;24523218
SUNE;SunEdison (SUNE) Prices and Trading Volume;1995-07-13;2016-04-21;daily;11128355
SUNS;Solar Senior Capital Ltd (SUNS) Prices and Trading Volume;2011-02-25;2018-03-27;daily;11120031
SUP;Superior Industries Intl. (SUP) Prices and Trading Volume;1985-07-03;2018-03-27;daily;11129126
SUPN;Supernus Pharmaceuticals Inc. (SUPN) Prices and Trading Volume;2012-05-01;2018-03-27;daily;11129234
SUPX;Supertex, Inc. (SUPX) Prices and Trading Volume;1990-03-27;2014-04-01;daily;11129243
